コード,Cluster_From,Cluster_To,Period
6101,2,2,2023-2024
6103,2,2,2023-2024
6104,3,2,2023-2024
6113,3,2,2023-2024
6118,3,2,2023-2024
6125,0,0,2023-2024
6134,2,2,2023-2024
6135,3,3,2023-2024
6136,3,3,2023-2024
6137,0,2,2023-2024
6138,0,0,2023-2024
6140,2,2,2023-2024
6141,3,3,2023-2024
6143,0,3,2023-2024
6144,2,2,2023-2024
6145,2,2,2023-2024
6146,2,2,2023-2024
6147,1,1,2023-2024
6149,2,4,2023-2024
6150,0,0,2023-2024
6151,2,2,2023-2024
6155,0,1,2023-2024
6156,4,4,2023-2024
6157,2,4,2023-2024
6158,4,4,2023-2024
6159,4,4,2023-2024
6161,4,4,2023-2024
6165,0,2,2023-2024
6166,0,0,2023-2024
6167,2,2,2023-2024
6171,4,4,2023-2024
6173,1,1,2023-2024
6176,0,4,2023-2024
6177,1,1,2023-2024
6180,4,4,2023-2024
6181,1,0,2023-2024
6182,0,0,2023-2024
6183,3,3,2023-2024
6184,4,4,2023-2024
6185,4,4,2023-2024
6186,0,0,2023-2024
6189,4,4,2023-2024
6190,4,1,2023-2024
6191,2,2,2023-2024
6193,0,0,2023-2024
6194,4,4,2023-2024
6195,1,4,2023-2024
6196,2,4,2023-2024
6197,0,3,2023-2024
6198,4,4,2023-2024
6199,4,4,2023-2024
6200,4,4,2023-2024
6201,3,3,2023-2024
6203,0,0,2023-2024
6208,0,0,2023-2024
6210,0,0,2023-2024
6217,1,1,2023-2024
6218,0,0,2023-2024
6222,2,2,2023-2024
6223,0,2,2023-2024
6224,0,0,2023-2024
6226,4,4,2023-2024
6227,0,0,2023-2024
6228,0,1,2023-2024
6229,1,4,2023-2024
6230,0,0,2023-2024
6231,0,0,2023-2024
6232,1,1,2023-2024
6233,0,0,2023-2024
6235,2,2,2023-2024
6237,0,2,2023-2024
6238,2,2,2023-2024
6239,0,0,2023-2024
6240,0,2,2023-2024
6245,0,2,2023-2024
6246,2,4,2023-2024
6247,2,0,2023-2024
6248,4,4,2023-2024
6249,2,2,2023-2024
6250,3,3,2023-2024
6254,2,1,2023-2024
6255,4,4,2023-2024
6257,2,2,2023-2024
6258,0,0,2023-2024
6262,0,0,2023-2024
6264,4,4,2023-2024
6265,4,4,2023-2024
6266,0,0,2023-2024
6267,4,4,2023-2024
6268,3,3,2023-2024
6272,2,2,2023-2024
6273,3,3,2023-2024
6276,4,4,2023-2024
6277,2,2,2023-2024
6278,2,2,2023-2024
6279,2,2,2023-2024
6282,2,2,2023-2024
6284,2,2,2023-2024
6286,0,0,2023-2024
6287,3,3,2023-2024
6289,2,2,2023-2024
6291,0,0,2023-2024
6292,0,0,2023-2024
6293,0,0,2023-2024
6294,0,0,2023-2024
6297,0,0,2023-2024
6298,0,0,2023-2024
6302,3,3,2023-2024
6305,3,3,2023-2024
6306,0,0,2023-2024
6307,4,0,2023-2024
6309,2,2,2023-2024
6310,0,3,2023-2024
6312,0,2,2023-2024
6315,0,2,2023-2024
6316,0,0,2023-2024
6317,0,0,2023-2024
6322,0,0,2023-2024
6323,0,3,2023-2024
6324,3,2,2023-2024
6325,4,4,2023-2024
6326,3,3,2023-2024
6327,0,0,2023-2024
6328,2,2,2023-2024
6330,3,3,2023-2024
6331,2,2,2023-2024
6332,3,0,2023-2024
6333,2,2,2023-2024
6334,1,0,2023-2024
6335,4,4,2023-2024
6336,0,0,2023-2024
6337,4,4,2023-2024
6338,0,4,2023-2024
6339,3,3,2023-2024
6340,3,3,2023-2024
6342,0,0,2023-2024
6343,0,0,2023-2024
6345,2,2,2023-2024
6346,4,4,2023-2024
6347,0,0,2023-2024
6349,3,2,2023-2024
6351,2,2,2023-2024
6356,4,4,2023-2024
6357,0,3,2023-2024
6358,0,2,2023-2024
6360,1,0,2023-2024
6361,2,2,2023-2024
6363,0,2,2023-2024
6364,0,2,2023-2024
6365,2,4,2023-2024
6366,3,3,2023-2024
6367,3,3,2023-2024
6368,0,3,2023-2024
6369,2,0,2023-2024
6370,3,3,2023-2024
6371,3,3,2023-2024
6373,0,0,2023-2024
6376,3,3,2023-2024
6378,0,0,2023-2024
6379,2,2,2023-2024
6380,0,0,2023-2024
6381,0,2,2023-2024
6382,2,2,2023-2024
6383,3,3,2023-2024
6384,4,4,2023-2024
6387,0,0,2023-2024
6390,3,0,2023-2024
6391,0,0,2023-2024
6392,0,4,2023-2024
6393,0,0,2023-2024
6395,3,3,2023-2024
6396,0,0,2023-2024
6400,0,0,2023-2024
6402,4,0,2023-2024
6403,4,0,2023-2024
6405,4,4,2023-2024
6406,3,3,2023-2024
6407,3,3,2023-2024
6408,0,0,2023-2024
6412,3,2,2023-2024
6413,2,2,2023-2024
6416,1,4,2023-2024
6417,2,2,2023-2024
6418,2,0,2023-2024
6419,2,2,2023-2024
6420,2,2,2023-2024
6424,0,0,2023-2024
6425,2,2,2023-2024
6428,0,0,2023-2024
6430,2,2,2023-2024
6432,2,2,2023-2024
6433,1,1,2023-2024
6436,2,2,2023-2024
6440,0,0,2023-2024
6444,1,1,2023-2024
6445,2,2,2023-2024
6448,3,2,2023-2024
6454,2,2,2023-2024
6455,2,2,2023-2024
6457,3,3,2023-2024
6458,2,2,2023-2024
6459,2,2,2023-2024
6460,3,3,2023-2024
6463,3,3,2023-2024
6464,0,3,2023-2024
6465,2,2,2023-2024
6466,0,0,2023-2024
6467,0,0,2023-2024
6469,1,0,2023-2024
6470,3,3,2023-2024
6471,3,2,2023-2024
6472,3,3,2023-2024
6473,3,3,2023-2024
6474,3,3,2023-2024
6479,3,3,2023-2024
6480,2,0,2023-2024
6481,3,3,2023-2024
6482,2,4,2023-2024
6484,2,4,2023-2024
6485,2,2,2023-2024
6486,3,3,2023-2024
6488,4,0,2023-2024
6489,2,2,2023-2024
6490,2,0,2023-2024
6492,4,4,2023-2024
6493,0,0,2023-2024
6494,4,4,2023-2024
6495,0,0,2023-2024
6496,0,2,2023-2024
6497,4,4,2023-2024
6498,3,3,2023-2024
6501,3,3,2023-2024
6503,3,3,2023-2024
6504,3,3,2023-2024
6505,0,0,2023-2024
6506,3,3,2023-2024
6507,3,3,2023-2024
6508,3,3,2023-2024
6513,2,1,2023-2024
6516,3,3,2023-2024
6517,0,2,2023-2024
6518,0,0,2023-2024
6521,0,1,2023-2024
6522,1,1,2023-2024
6523,3,3,2023-2024
6524,2,4,2023-2024
6525,3,3,2023-2024
6526,2,2,2023-2024
6533,0,0,2023-2024
6535,2,2,2023-2024
6537,0,0,2023-2024
6538,4,4,2023-2024
6539,2,4,2023-2024
6540,2,2,2023-2024
6542,4,4,2023-2024
6543,4,4,2023-2024
6544,0,0,2023-2024
6545,0,0,2023-2024
6546,0,0,2023-2024
6547,0,0,2023-2024
6549,0,0,2023-2024
6551,0,0,2023-2024
6552,4,4,2023-2024
6554,4,4,2023-2024
6555,4,4,2023-2024
6557,0,0,2023-2024
6558,0,0,2023-2024
6560,0,0,2023-2024
6561,0,0,2023-2024
6562,0,0,2023-2024
6563,4,4,2023-2024
6564,0,0,2023-2024
6565,0,0,2023-2024
6566,0,2,2023-2024
6568,0,4,2023-2024
6570,0,0,2023-2024
6571,0,0,2023-2024
6572,0,0,2023-2024
6573,1,1,2023-2024
6574,1,1,2023-2024
6577,1,0,2023-2024
6578,1,0,2023-2024
6579,1,1,2023-2024
6580,4,4,2023-2024
6584,3,3,2023-2024
6586,3,2,2023-2024
6588,3,3,2023-2024
6590,3,3,2023-2024
6592,2,2,2023-2024
6594,3,3,2023-2024
6597,0,0,2023-2024
6599,4,4,2023-2024
6612,0,4,2023-2024
6613,1,1,2023-2024
6614,0,0,2023-2024
6615,0,3,2023-2024
6616,0,0,2023-2024
6617,3,0,2023-2024
6622,0,3,2023-2024
6625,0,0,2023-2024
6626,0,2,2023-2024
6627,0,2,2023-2024
6629,1,0,2023-2024
6630,2,2,2023-2024
6632,3,3,2023-2024
6633,4,4,2023-2024
6634,1,1,2023-2024
6635,0,0,2023-2024
6637,0,2,2023-2024
6638,0,3,2023-2024
6643,2,2,2023-2024
6644,3,3,2023-2024
6647,0,0,2023-2024
6648,0,2,2023-2024
6651,0,3,2023-2024
6652,3,3,2023-2024
6653,0,0,2023-2024
6654,4,4,2023-2024
6656,1,1,2023-2024
6658,0,0,2023-2024
6659,1,1,2023-2024
6662,4,1,2023-2024
6663,1,0,2023-2024
6664,1,1,2023-2024
6666,0,0,2023-2024
6668,0,0,2023-2024
6670,3,3,2023-2024
6674,3,3,2023-2024
6675,0,2,2023-2024
6676,2,2,2023-2024
6677,2,2,2023-2024
6678,2,4,2023-2024
6694,0,0,2023-2024
6695,4,0,2023-2024
6696,1,1,2023-2024
6699,1,0,2023-2024
6701,3,3,2023-2024
6702,3,3,2023-2024
6703,3,3,2023-2024
6706,1,1,2023-2024
6707,3,3,2023-2024
6718,2,2,2023-2024
6721,1,1,2023-2024
6723,3,3,2023-2024
6724,2,2,2023-2024
6727,0,3,2023-2024
6728,3,3,2023-2024
6730,2,4,2023-2024
6731,1,1,2023-2024
6734,4,4,2023-2024
6736,1,0,2023-2024
6737,2,2,2023-2024
6740,1,1,2023-2024
6741,0,2,2023-2024
6742,0,0,2023-2024
6743,0,0,2023-2024
6744,2,2,2023-2024
6745,2,2,2023-2024
6748,0,0,2023-2024
6750,2,2,2023-2024
6752,3,3,2023-2024
6753,3,3,2023-2024
6754,3,2,2023-2024
6757,0,0,2023-2024
6758,3,3,2023-2024
6762,3,3,2023-2024
6763,2,2,2023-2024
6768,0,3,2023-2024
6769,4,4,2023-2024
6770,3,3,2023-2024
6771,1,0,2023-2024
6772,0,0,2023-2024
6775,1,1,2023-2024
6776,0,0,2023-2024
6777,4,2,2023-2024
6778,4,4,2023-2024
6779,0,0,2023-2024
6785,0,0,2023-2024
6786,1,1,2023-2024
6787,3,3,2023-2024
6788,2,2,2023-2024
6794,0,3,2023-2024
6797,4,4,2023-2024
6798,0,0,2023-2024
6800,0,2,2023-2024
6803,0,0,2023-2024
6804,2,2,2023-2024
6806,2,2,2023-2024
6807,3,3,2023-2024
6809,2,2,2023-2024
6810,2,2,2023-2024
6814,0,3,2023-2024
6817,2,2,2023-2024
6819,4,4,2023-2024
6820,2,2,2023-2024
6822,1,0,2023-2024
6823,2,4,2023-2024
6824,2,0,2023-2024
6832,2,2,2023-2024
6834,2,4,2023-2024
6835,0,2,2023-2024
6837,0,0,2023-2024
6840,0,0,2023-2024
6841,3,3,2023-2024
6844,3,3,2023-2024
6845,3,3,2023-2024
6848,2,2,2023-2024
6849,2,2,2023-2024
6850,0,2,2023-2024
6853,0,2,2023-2024
6855,0,0,2023-2024
6856,3,3,2023-2024
6857,3,3,2023-2024
6858,0,2,2023-2024
6859,2,0,2023-2024
6861,2,2,2023-2024
6862,0,0,2023-2024
6863,4,4,2023-2024
6864,0,0,2023-2024
6866,2,2,2023-2024
6867,1,4,2023-2024
6869,2,2,2023-2024
6870,2,0,2023-2024
6871,2,2,2023-2024
6874,0,2,2023-2024
6875,2,2,2023-2024
6877,2,2,2023-2024
6882,4,2,2023-2024
6888,0,0,2023-2024
6890,3,3,2023-2024
6894,4,4,2023-2024
6897,4,0,2023-2024
6898,4,4,2023-2024
6899,0,0,2023-2024
6901,0,0,2023-2024
6902,3,3,2023-2024
6904,0,2,2023-2024
6905,2,2,2023-2024
6907,4,1,2023-2024
6908,0,0,2023-2024
6912,4,4,2023-2024
6914,0,2,2023-2024
6915,2,2,2023-2024
6918,2,4,2023-2024
6919,2,4,2023-2024
6920,3,2,2023-2024
6923,2,2,2023-2024
6925,3,3,2023-2024
6926,0,0,2023-2024
6927,2,2,2023-2024
6928,0,0,2023-2024
6929,2,2,2023-2024
6930,1,1,2023-2024
6932,0,2,2023-2024
6937,0,0,2023-2024
6941,2,2,2023-2024
6942,0,0,2023-2024
6943,4,4,2023-2024
6946,0,0,2023-2024
6947,2,2,2023-2024
6951,3,2,2023-2024
6952,3,3,2023-2024
6954,2,2,2023-2024
6955,0,0,2023-2024
6957,2,2,2023-2024
6958,0,0,2023-2024
6960,2,2,2023-2024
6961,2,2,2023-2024
6962,0,0,2023-2024
6963,2,3,2023-2024
6964,4,4,2023-2024
6965,3,3,2023-2024
6966,3,3,2023-2024
6969,0,0,2023-2024
6971,3,3,2023-2024
6976,3,3,2023-2024
6977,0,0,2023-2024
6981,3,3,2023-2024
6982,0,0,2023-2024
6986,1,2,2023-2024
6988,3,2,2023-2024
6989,0,0,2023-2024
6993,1,1,2023-2024
6994,0,0,2023-2024
6995,2,2,2023-2024
6996,3,3,2023-2024
6997,0,0,2023-2024
6998,4,4,2023-2024
6999,0,0,2023-2024
7003,3,3,2023-2024
7004,3,3,2023-2024
7011,3,3,2023-2024
7012,3,3,2023-2024
7013,3,3,2023-2024
7014,0,3,2023-2024
7018,0,0,2023-2024
7021,0,0,2023-2024
7022,0,0,2023-2024
7030,0,0,2023-2024
7031,0,0,2023-2024
7033,4,0,2023-2024
7034,1,1,2023-2024
7035,1,1,2023-2024
7036,4,4,2023-2024
7037,0,0,2023-2024
7038,0,1,2023-2024
7039,4,4,2023-2024
7040,4,2,2023-2024
7041,0,0,2023-2024
7042,1,1,2023-2024
7043,4,1,2023-2024
7044,1,1,2023-2024
7046,4,4,2023-2024
7047,0,0,2023-2024
7048,1,1,2023-2024
7049,1,1,2023-2024
7050,4,0,2023-2024
7057,0,0,2023-2024
7058,4,4,2023-2024
7059,4,4,2023-2024
7060,0,1,2023-2024
7061,0,0,2023-2024
7062,1,0,2023-2024
7064,4,4,2023-2024
7065,0,0,2023-2024
7066,4,4,2023-2024
7067,4,4,2023-2024
7068,4,0,2023-2024
7069,0,1,2023-2024
7071,0,0,2023-2024
7072,4,4,2023-2024
7073,0,4,2023-2024
7074,1,1,2023-2024
7075,0,0,2023-2024
7077,4,4,2023-2024
7078,1,1,2023-2024
7079,4,4,2023-2024
7080,4,4,2023-2024
7081,0,4,2023-2024
7082,4,4,2023-2024
7083,0,0,2023-2024
7084,0,0,2023-2024
7085,0,2,2023-2024
7087,0,0,2023-2024
7088,2,4,2023-2024
7089,4,4,2023-2024
7090,1,1,2023-2024
7091,0,0,2023-2024
7092,2,2,2023-2024
7093,1,1,2023-2024
7094,4,4,2023-2024
7095,0,0,2023-2024
7096,4,4,2023-2024
7097,0,0,2023-2024
7102,2,2,2023-2024
7105,3,3,2023-2024
7110,4,4,2023-2024
7111,4,4,2023-2024
7114,4,4,2023-2024
7115,0,0,2023-2024
7116,4,0,2023-2024
7119,0,0,2023-2024
7120,0,4,2023-2024
7122,0,2,2023-2024
7126,0,0,2023-2024
7127,0,0,2023-2024
7128,3,2,2023-2024
7129,0,0,2023-2024
7130,3,3,2023-2024
7131,4,4,2023-2024
7133,4,0,2023-2024
7134,4,4,2023-2024
7135,1,1,2023-2024
7138,4,1,2023-2024
7140,0,4,2023-2024
7148,0,0,2023-2024
7162,1,0,2023-2024
7164,3,2,2023-2024
7172,0,0,2023-2024
7175,4,4,2023-2024
7177,3,3,2023-2024
7183,4,0,2023-2024
7185,0,0,2023-2024
7187,0,4,2023-2024
7191,4,4,2023-2024
7192,0,0,2023-2024
7196,4,4,2023-2024
7199,0,0,2023-2024
7201,3,3,2023-2024
7202,3,3,2023-2024
7203,3,3,2023-2024
7205,3,3,2023-2024
7208,0,0,2023-2024
7211,3,3,2023-2024
7212,0,3,2023-2024
7213,1,0,2023-2024
7214,0,0,2023-2024
7215,0,0,2023-2024
7217,4,4,2023-2024
7218,0,0,2023-2024
7219,4,4,2023-2024
7220,3,3,2023-2024
7222,2,2,2023-2024
7224,3,3,2023-2024
7226,0,3,2023-2024
7228,0,0,2023-2024
7229,3,2,2023-2024
7231,3,3,2023-2024
7235,2,4,2023-2024
7236,3,3,2023-2024
7238,3,2,2023-2024
7239,3,2,2023-2024
7240,3,3,2023-2024
7241,3,3,2023-2024
7242,3,3,2023-2024
7244,2,2,2023-2024
7245,3,3,2023-2024
7246,3,3,2023-2024
7247,0,0,2023-2024
7250,3,3,2023-2024
7254,0,0,2023-2024
7255,1,1,2023-2024
7256,1,1,2023-2024
7259,3,3,2023-2024
7261,3,3,2023-2024
7264,0,0,2023-2024
7265,4,4,2023-2024
7266,0,2,2023-2024
7267,3,3,2023-2024
7269,3,3,2023-2024
7270,3,3,2023-2024
7271,0,0,2023-2024
7272,3,3,2023-2024
7273,0,0,2023-2024
7276,3,3,2023-2024
7277,0,0,2023-2024
7278,3,3,2023-2024
7279,3,3,2023-2024
7280,3,3,2023-2024
7282,3,3,2023-2024
7283,3,3,2023-2024
7284,0,0,2023-2024
7287,3,3,2023-2024
7291,0,3,2023-2024
7292,2,2,2023-2024
7294,3,3,2023-2024
7296,2,2,2023-2024
7297,2,4,2023-2024
7299,2,2,2023-2024
7305,0,0,2023-2024
7309,2,2,2023-2024
7313,2,2,2023-2024
7314,0,0,2023-2024
7317,0,0,2023-2024
7318,0,0,2023-2024
7320,0,0,2023-2024
7325,4,4,2023-2024
7343,4,4,2023-2024
7345,1,4,2023-2024
7347,4,4,2023-2024
7351,4,4,2023-2024
7352,0,0,2023-2024
7353,4,0,2023-2024
7354,0,0,2023-2024
7356,1,1,2023-2024
7357,4,4,2023-2024
7358,0,0,2023-2024
7359,1,1,2023-2024
7360,1,4,2023-2024
7361,4,0,2023-2024
7362,0,0,2023-2024
7363,1,0,2023-2024
7366,0,0,2023-2024
7367,4,4,2023-2024
7368,4,4,2023-2024
7369,4,0,2023-2024
7370,4,4,2023-2024
7371,4,4,2023-2024
7372,0,0,2023-2024
7373,0,0,2023-2024
7374,4,4,2023-2024
7375,0,0,2023-2024
7376,4,1,2023-2024
7377,4,0,2023-2024
7378,0,0,2023-2024
7383,1,1,2023-2024
7388,0,2,2023-2024
7399,4,4,2023-2024
7409,4,0,2023-2024
7412,1,1,2023-2024
7413,0,0,2023-2024
7414,0,3,2023-2024
7416,0,2,2023-2024
7417,2,2,2023-2024
7419,3,3,2023-2024
7420,0,3,2023-2024
7421,1,0,2023-2024
7422,4,4,2023-2024
7425,0,0,2023-2024
7426,0,1,2023-2024
7427,0,2,2023-2024
7433,0,3,2023-2024
7434,4,4,2023-2024
7435,2,0,2023-2024
7438,0,2,2023-2024
7442,2,2,2023-2024
7443,0,0,2023-2024
7444,2,2,2023-2024
7445,1,1,2023-2024
7446,0,0,2023-2024
7447,2,4,2023-2024
7450,0,0,2023-2024
7453,3,3,2023-2024
7455,2,2,2023-2024
7456,3,3,2023-2024
7458,3,3,2023-2024
7459,3,3,2023-2024
7460,0,0,2023-2024
7461,0,0,2023-2024
7462,1,1,2023-2024
7463,0,2,2023-2024
7464,0,0,2023-2024
7466,0,0,2023-2024
7467,0,3,2023-2024
7472,2,2,2023-2024
7475,2,2,2023-2024
7476,3,2,2023-2024
7477,4,4,2023-2024
7480,0,2,2023-2024
7481,2,2,2023-2024
7482,2,2,2023-2024
7483,2,2,2023-2024
7486,0,0,2023-2024
7487,0,0,2023-2024
7490,0,0,2023-2024
7494,0,1,2023-2024
7500,2,2,2023-2024
7501,4,1,2023-2024
7502,0,0,2023-2024
7504,2,2,2023-2024
7505,2,2,2023-2024
7506,4,4,2023-2024
7508,3,3,2023-2024
7509,0,0,2023-2024
7510,0,2,2023-2024
7512,3,3,2023-2024
7513,2,2,2023-2024
7514,0,2,2023-2024
7515,0,0,2023-2024
7516,3,3,2023-2024
7520,0,2,2023-2024
7521,2,2,2023-2024
7522,0,0,2023-2024
7523,0,0,2023-2024
7524,1,0,2023-2024
7525,0,0,2023-2024
7527,4,1,2023-2024
7531,0,0,2023-2024
7532,3,3,2023-2024
7537,0,3,2023-2024
7538,0,0,2023-2024
7539,0,2,2023-2024
7544,4,4,2023-2024
7545,2,2,2023-2024
7550,3,3,2023-2024
7551,0,0,2023-2024
7552,2,2,2023-2024
7554,1,1,2023-2024
7555,4,4,2023-2024
7561,0,0,2023-2024
7562,1,0,2023-2024
7564,2,2,2023-2024
7565,4,2,2023-2024
7567,4,4,2023-2024
7570,0,0,2023-2024
7571,0,0,2023-2024
7575,2,2,2023-2024
7578,4,4,2023-2024
7581,2,2,2023-2024
7585,1,1,2023-2024
7590,0,0,2023-2024
7593,3,3,2023-2024
7595,2,2,2023-2024
7596,2,4,2023-2024
7599,3,3,2023-2024
7600,0,2,2023-2024
7601,0,0,2023-2024
7602,1,4,2023-2024
7603,1,1,2023-2024
7604,0,0,2023-2024
7606,2,2,2023-2024
7607,2,2,2023-2024
7608,4,4,2023-2024
7609,2,2,2023-2024
7610,0,0,2023-2024
7611,2,2,2023-2024
7613,3,3,2023-2024
7614,2,2,2023-2024
7615,1,1,2023-2024
7616,0,3,2023-2024
7619,0,2,2023-2024
7621,0,0,2023-2024
7624,4,4,2023-2024
7625,4,0,2023-2024
7628,2,2,2023-2024
7630,2,2,2023-2024
7634,2,4,2023-2024
7635,0,0,2023-2024
7636,0,0,2023-2024
7637,2,2,2023-2024
7638,0,0,2023-2024
7640,1,1,2023-2024
7643,2,2,2023-2024
7646,0,0,2023-2024
7649,2,2,2023-2024
7670,0,0,2023-2024
7673,4,0,2023-2024
7674,1,0,2023-2024
7677,2,2,2023-2024
7678,4,4,2023-2024
7679,0,2,2023-2024
7681,4,4,2023-2024
7682,4,0,2023-2024
7683,4,4,2023-2024
7685,0,0,2023-2024
7686,0,0,2023-2024
7689,4,1,2023-2024
7692,0,0,2023-2024
7694,0,0,2023-2024
7695,4,0,2023-2024
7698,0,0,2023-2024
7701,3,3,2023-2024
7702,0,0,2023-2024
7707,1,1,2023-2024
7709,1,1,2023-2024
7711,4,4,2023-2024
7713,2,2,2023-2024
7715,0,0,2023-2024
7716,0,3,2023-2024
7717,0,0,2023-2024
7718,2,2,2023-2024
7719,0,0,2023-2024
7721,2,0,2023-2024
7722,1,0,2023-2024
7723,2,2,2023-2024
7725,4,4,2023-2024
7726,0,0,2023-2024
7727,0,0,2023-2024
7729,3,3,2023-2024
7730,2,2,2023-2024
7731,3,3,2023-2024
7732,3,3,2023-2024
7733,3,3,2023-2024
7734,2,2,2023-2024
7735,3,3,2023-2024
7739,2,2,2023-2024
7740,2,2,2023-2024
7743,0,0,2023-2024
7744,3,2,2023-2024
7745,0,0,2023-2024
7746,0,0,2023-2024
7747,3,2,2023-2024
7749,2,2,2023-2024
7752,3,3,2023-2024
7760,0,0,2023-2024
7762,3,3,2023-2024
7769,2,0,2023-2024
7771,0,0,2023-2024
7774,1,4,2023-2024
7775,0,0,2023-2024
7776,1,1,2023-2024
7777,1,1,2023-2024
7779,1,1,2023-2024
7780,3,3,2023-2024
7781,0,0,2023-2024
7782,0,0,2023-2024
7791,0,0,2023-2024
7792,4,4,2023-2024
7793,4,4,2023-2024
7794,4,1,2023-2024
7795,0,2,2023-2024
7800,4,0,2023-2024
7803,0,0,2023-2024
7804,4,4,2023-2024
7805,0,0,2023-2024
7806,2,2,2023-2024
7807,4,4,2023-2024
7808,0,0,2023-2024
7809,0,0,2023-2024
7810,1,0,2023-2024
7811,0,0,2023-2024
7812,0,0,2023-2024
7813,1,0,2023-2024
7814,0,3,2023-2024
7815,0,1,2023-2024
7817,2,2,2023-2024
7818,2,2,2023-2024
7819,0,0,2023-2024
7820,2,2,2023-2024
7821,0,2,2023-2024
7822,0,0,2023-2024
7823,2,2,2023-2024
7826,0,0,2023-2024
7827,4,4,2023-2024
7831,0,1,2023-2024
7832,3,2,2023-2024
7833,4,4,2023-2024
7836,1,4,2023-2024
7837,1,1,2023-2024
7839,2,2,2023-2024
7840,0,0,2023-2024
7841,2,2,2023-2024
7844,2,2,2023-2024
7846,3,2,2023-2024
7847,4,4,2023-2024
7849,4,4,2023-2024
7850,0,4,2023-2024
7851,1,4,2023-2024
7856,0,0,2023-2024
7857,4,4,2023-2024
7859,0,0,2023-2024
7860,2,2,2023-2024
7863,0,0,2023-2024
7864,3,3,2023-2024
7865,4,4,2023-2024
7867,3,2,2023-2024
7868,0,2,2023-2024
7871,2,2,2023-2024
7872,0,0,2023-2024
7874,0,0,2023-2024
7875,0,0,2023-2024
7877,1,0,2023-2024
7878,1,4,2023-2024
7879,0,3,2023-2024
7883,0,0,2023-2024
7885,2,2,2023-2024
7886,0,0,2023-2024
7887,0,0,2023-2024
7888,0,0,2023-2024
7893,0,2,2023-2024
7896,0,4,2023-2024
7897,0,0,2023-2024
7898,0,0,2023-2024
7901,1,1,2023-2024
7902,4,4,2023-2024
7906,2,0,2023-2024
7908,4,4,2023-2024
7911,3,3,2023-2024
7912,3,3,2023-2024
7914,3,0,2023-2024
7915,3,3,2023-2024
7916,2,4,2023-2024
7917,3,3,2023-2024
7918,1,0,2023-2024
7919,0,0,2023-2024
7921,2,2,2023-2024
7922,0,0,2023-2024
7923,0,0,2023-2024
7925,2,2,2023-2024
7927,0,0,2023-2024
7928,4,4,2023-2024
7931,2,2,2023-2024
7932,0,0,2023-2024
7936,3,3,2023-2024
7937,2,2,2023-2024
7938,0,0,2023-2024
7939,0,0,2023-2024
7940,0,0,2023-2024
7942,0,3,2023-2024
7943,3,3,2023-2024
7944,3,3,2023-2024
7946,4,4,2023-2024
7947,3,3,2023-2024
7949,2,2,2023-2024
7951,2,2,2023-2024
7952,0,2,2023-2024
7953,0,0,2023-2024
7955,3,3,2023-2024
7956,2,2,2023-2024
7957,1,4,2023-2024
7962,0,0,2023-2024
7963,0,0,2023-2024
7965,2,2,2023-2024
7966,2,3,2023-2024
7970,2,2,2023-2024
7971,0,3,2023-2024
7972,3,0,2023-2024
7974,2,2,2023-2024
7975,1,4,2023-2024
7976,3,3,2023-2024
7979,2,2,2023-2024
7980,0,0,2023-2024
7981,2,2,2023-2024
7983,0,1,2023-2024
7984,2,3,2023-2024
7985,0,0,2023-2024
7986,4,4,2023-2024
7987,0,0,2023-2024
7988,3,3,2023-2024
7989,2,2,2023-2024
7990,0,3,2023-2024
7991,0,0,2023-2024
7992,1,1,2023-2024
7994,3,3,2023-2024
7995,0,0,2023-2024
7997,1,1,2023-2024
7999,2,4,2023-2024
8001,3,3,2023-2024
8002,3,3,2023-2024
8005,0,2,2023-2024
8006,2,2,2023-2024
8007,0,2,2023-2024
8008,2,4,2023-2024
8011,0,2,2023-2024
8012,3,3,2023-2024
8013,1,1,2023-2024
8014,3,3,2023-2024
8015,3,3,2023-2024
8016,3,3,2023-2024
8018,2,2,2023-2024
8020,3,3,2023-2024
8022,3,2,2023-2024
8023,0,0,2023-2024
8025,0,1,2023-2024
8029,0,0,2023-2024
8030,0,0,2023-2024
8031,3,3,2023-2024
8032,3,3,2023-2024
8035,2,2,2023-2024
8037,3,3,2023-2024
8039,0,0,2023-2024
8040,4,4,2023-2024
8041,0,0,2023-2024
8043,3,3,2023-2024
8045,0,2,2023-2024
8046,2,2,2023-2024
8050,3,3,2023-2024
8051,3,3,2023-2024
8052,2,2,2023-2024
8053,3,3,2023-2024
8056,3,3,2023-2024
8057,3,2,2023-2024
8058,3,3,2023-2024
8059,3,3,2023-2024
8060,2,3,2023-2024
8061,0,2,2023-2024
8065,3,3,2023-2024
8066,3,3,2023-2024
8070,0,1,2023-2024
8074,3,3,2023-2024
8075,3,3,2023-2024
8076,0,0,2023-2024
8077,0,0,2023-2024
8078,3,3,2023-2024
8079,0,3,2023-2024
8081,2,2,2023-2024
8084,3,3,2023-2024
8085,0,2,2023-2024
8086,3,3,2023-2024
8088,3,3,2023-2024
8089,3,3,2023-2024
8091,0,3,2023-2024
8093,0,0,2023-2024
8095,0,0,2023-2024
8097,3,3,2023-2024
8098,3,3,2023-2024
8101,0,0,2023-2024
8103,3,3,2023-2024
8104,0,0,2023-2024
8107,1,1,2023-2024
8111,2,2,2023-2024
8113,3,3,2023-2024
8115,0,0,2023-2024
8117,2,2,2023-2024
8118,2,4,2023-2024
